genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,title_norm
"[18, 10749]",23830,en,Last Night,8.244,2010-09-18,Last Night,6.1,444,2010,last night
"[35, 18, 9648]",44718,en,Get Low,8.215,2010-01-22,Get Low,6.7,135,2010,get low
"[35, 18, 10749]",40794,it,Mine vaganti,8.202,2010-04-28,Loose Cannons,7.4,310,2010,loose cannons
"[18, 10402]",27586,en,The Runaways,8.19,2010-03-19,The Runaways,6.4,448,2010,the runaways
"[18, 10749]",51736,en,Bloomington,8.176,2010-06-23,Bloomington,6.6,65,2010,bloomington
"[27, 53]",41436,en,Paranormal Activity 2,8.163,2010-10-21,Paranormal Activity 2,5.7,1342,2010,paranormal activity 2
"[12, 16, 10751, 35]",43956,en,Tom and Jerry Meet Sherlock Holmes,8.142000000000001,2010-08-24,Tom and Jerry Meet Sherlock Holmes,6.6,19,2010,tom and jerry meet sherlock holmes
"[18, 28, 53, 80]",13635,fr,L'Instinct de mort,8.131,2010-08-27,Mesrine: Killer Instinct,7.4,434,2010,mesrine killer instinct
"[28, 27, 878]",52454,en,Mega Shark vs. Crocosaurus,8.129,2010-12-21,Mega Shark vs. Crocosaurus,2.7,60,2010,mega shark vs crocosaurus
"[16, 18, 878, 53]",36800,en,Metropia,8.113,2010-05-12,Metropia,6.3,82,2010,metropia
[18],44129,en,The Company Men,8.109,2010-10-21,The Company Men,6.6,349,2010,the company men
"[16, 10751, 35, 12, 10749]",12819,en,Alpha and Omega,8.107999999999999,2010-09-17,Alpha and Omega,5.4,227,2010,alpha and omega
"[10770, 18, 10751, 14]",50479,en,Avalon High,8.097999999999999,2010-11-12,Avalon High,6.1,313,2010,avalon high
"[27, 53]",42941,en,30 Days of Night: Dark Days,8.086,2010-10-05,30 Days of Night: Dark Days,4.7,218,2010,30 days of night dark days
"[16, 35, 10751]",54559,en,Minions: Orientation Day,8.052999999999999,2010-12-13,Minions: Orientation Day,6.9,117,2010,minions orientation day
"[16, 28, 878]",30675,en,Planet Hulk,8.052999999999999,2010-02-02,Planet Hulk,6.7,185,2010,planet hulk
"[18, 53]",44982,en,13,8.007,2010-03-12,13,5.7,392,2010,13
"[27, 878]",29426,en,Survival of the Dead,7.9639999999999995,2010-05-28,Survival of the Dead,4.8,199,2010,survival of the dead
[18],53399,it,La solitudine dei numeri primi,7.959,2010-10-10,The Solitude of Prime Numbers,5.8,218,2010,the solitude of prime numbers
"[18, 28, 53]",34179,zh,錦衣衛,7.9479999999999995,2010-02-04,14 Blades,6.6,87,2010,14 blades
"[10751, 16]",44874,en,Barbie: A Fashion Fairytale,7.947,2010-09-14,Barbie: A Fashion Fairytale,6.8,228,2010,barbie a fashion fairytale
"[27, 35, 878, 53, 10770, 28]",46020,en,Sharktopus,7.943,2010-09-25,Sharktopus,4.4,69,2010,sharktopus
"[18, 27, 53]",39957,en,Burning Bright,7.938,2010-08-17,Burning Bright,6.0,113,2010,burning bright
"[18, 14]",44603,en,Hereafter,7.886,2010-10-22,Hereafter,5.9,848,2010,hereafter
"[18, 9648, 53, 80, 10749]",46503,en,All Good Things,7.871,2010-12-03,All Good Things,6.0,493,2010,all good things
"[18, 28, 35, 80]",34769,en,Defendor,7.8629999999999995,2010-02-26,Defendor,6.4,295,2010,defendor
"[27, 28, 53, 878]",74471,en,The Dead,7.841,2010-10-07,The Dead,5.7,89,2010,the dead
"[16, 10751]",40619,en,Day & Night,7.835,2010-06-17,Day & Night,7.7,438,2010,day night
"[28, 35, 80]",44425,hi,दबंग्ग,7.831,2010-09-10,Dabangg,6.2,73,2010,dabangg
"[53, 9648]",11439,en,The Ghost Writer,7.829,2010-02-12,The Ghost Writer,6.8,1135,2010,the ghost writer
"[18, 28, 53]",12645,en,Inhale,7.8260000000000005,2010-10-01,Inhale,6.1,63,2010,inhale
[35],35025,fr,Le Mac,7.825,2010-02-16,Le Mac,5.7,144,2010,le mac
"[18, 53]",8999,en,Derailed,7.814,2005-11-11,Derailed,6.2,500,2005,derailed
"[35, 10749]",34016,en,She's Out of My League,7.775,2010-03-12,She's Out of My League,6.1,970,2010,shes out of my league
[27],26466,en,Triangle,7.761,2010-02-02,Triangle,6.8,1094,2010,triangle
"[18, 35]",39356,en,Boy,7.7589999999999995,2012-03-02,Boy,7.5,149,2012,boy
[35],44269,fr,Tout ce qui Brille,7.756,2010-12-03,All That Glitters,6.4,456,2010,all that glitters
"[35, 10749, 18]",41210,en,The Switch,7.745,2010-08-20,The Switch,6.1,1008,2010,the switch
"[35, 18, 10749]",39053,en,Cyrus,7.735,2010-06-18,Cyrus,6.0,201,2010,cyrus
"[35, 10749]",136294,fr,"L'Amour, c'est mieux à deux",7.7010000000000005,2010-06-29,The Perfect Date,5.6,118,2010,the perfect date
"[28, 53, 80, 18]",15362,fr,L'ennemi public n°1,7.7,2010-09-03,Mesrine: Public Enemy #1,7.4,404,2010,mesrine public enemy 1
[35],41382,en,Lottery Ticket,7.699,2010-08-20,Lottery Ticket,5.7,92,2010,lottery ticket
[18],45958,es,Biutiful,7.697,2010-12-28,Biutiful,7.2,546,2010,biutiful
"[28, 12, 18, 36, 10752]",8349,de,Der rote Baron,7.676,2010-02-11,The Red Baron,6.5,111,2010,the red baron
"[35, 18, 10749]",41556,en,The Romantics,7.676,2010-09-10,The Romantics,4.9,145,2010,the romantics
"[28, 12, 35]",37931,en,MacGruber,7.666,2010-05-21,MacGruber,5.3,270,2010,macgruber
"[27, 9648, 53]",46441,en,Mirrors 2,7.662999999999999,2010-10-19,Mirrors 2,5.5,182,2010,mirrors 2
"[27, 53, 9648]",19237,en,Kill Theory,7.662999999999999,2010-01-29,Kill Theory,5.3,58,2010,kill theory
"[36, 28]",44092,zh,剑雨,7.621,2010-09-01,Reign of Assassins,6.8,87,2010,reign of assassins
"[18, 10749]",26022,hi,My Name Is Khan,7.619,2010-02-12,My Name Is Khan,7.8,409,2010,my name is khan
"[18, 28]",73211,no,Kongen av Bastøy,7.6160000000000005,2010-12-20,King of Devil's Island,7.3,96,2010,king of devils island
"[28, 35, 12]",35138,zh,大兵小将,7.607,2010-02-14,Little Big Soldier,6.8,123,2010,little big soldier
"[35, 18]",39210,en,Somewhere,7.596,2010-12-22,Somewhere,6.1,376,2010,somewhere
"[35, 18, 10749]",27583,en,Greenberg,7.57,2010-03-26,Greenberg,5.9,280,2010,greenberg
"[18, 10749, 10402]",45272,en,Country Strong,7.567,2010-12-22,Country Strong,6.3,126,2010,country strong
"[10402, 14, 28, 10751]",49852,en,The Nutcracker in 3D,7.566,2010-11-24,The Nutcracker in 3D,5.5,97,2010,the nutcracker in 3d
"[99, 10751]",36970,en,Oceans,7.532,2010-04-21,Oceans,7.2,167,2010,oceans
[18],45094,en,Conviction,7.51,2010-10-15,Conviction,7.2,297,2010,conviction
"[18, 12, 36]",49009,en,The Way Back,7.502999999999999,2010-09-03,The Way Back,6.9,759,2010,the way back
"[10751, 12]",48844,en,The Search for Santa Paws,7.452000000000001,2010-11-23,The Search for Santa Paws,5.9,85,2010,the search for santa paws
"[35, 10751]",38843,en,Ramona and Beezus,7.442,2010-07-23,Ramona and Beezus,6.3,460,2010,ramona and beezus
[18],65496,fr,Mes chères études,7.394,2010-11-11,Student Services,4.8,67,2010,student services
[18],41180,en,The Client List,7.382000000000001,2010-07-19,The Client List,5.6,108,2010,the client list
"[18, 36, 10770]",21634,en,Prayers for Bobby,7.372000000000001,2009-02-27,Prayers for Bobby,7.9,220,2009,prayers for bobby
"[18, 35, 10749]",18438,ko,김씨 표류기,7.367999999999999,2010-02-05,Castaway on the Moon,8.1,259,2010,castaway on the moon
"[35, 10749]",38961,en,Tamara Drewe,7.364,2010-12-30,Tamara Drewe,5.8,226,2010,tamara drewe
"[35, 18]",46829,en,Barney's Version,7.357,2011-01-14,Barney's Version,7.2,210,2011,barneys version
"[18, 37]",57120,en,Meek's Cutoff,7.309,2010-10-08,Meek's Cutoff,6.5,113,2010,meeks cutoff
"[27, 53]",48393,es,Secuestrados,7.297000000000001,2010-06-17,Kidnapped,6.3,98,2010,kidnapped
"[27, 878, 53]",31196,en,Growth,7.28,2010-01-29,Growth,5.2,33,2010,growth
"[35, 18, 36]",46138,en,Made in Dagenham,7.275,2010-11-19,Made in Dagenham,6.6,150,2010,made in dagenham
"[14, 16, 18, 35, 878, 10751]",51256,en,Donkey's Christmas Shrektacular,7.265,2010-12-07,Donkey's Christmas Shrektacular,5.3,70,2010,donkeys christmas shrektacular
"[35, 10749, 10770]",62592,en,Revenge of the Bridesmaids,7.216,2010-07-18,Revenge of the Bridesmaids,6.3,165,2010,revenge of the bridesmaids
"[12, 878]",50674,en,The Lost Future,7.188,2010-11-13,The Lost Future,5.0,79,2010,the lost future
[99],42296,en,Catfish,7.172000000000001,2010-09-17,Catfish,6.8,284,2010,catfish
"[16, 35]",36736,en,The Drawn Together Movie: The Movie!,7.171,2010-04-20,The Drawn Together Movie: The Movie!,6.4,54,2010,the drawn together movie the movie
"[18, 53, 9648]",33195,en,Triage,7.155,2010-08-10,Triage,6.5,82,2010,triage
[27],47518,en,The Tortured,7.148,2010-06-15,The Tortured,5.3,77,2010,the tortured
[35],42189,en,Kevin Hart: Seriously Funny,7.146,2010-07-20,Kevin Hart: Seriously Funny,7.3,89,2010,kevin hart seriously funny
[18],44835,en,Hesher,7.14,2010-01-22,Hesher,7.0,335,2010,hesher
[18],38568,en,Howl,7.12,2010-09-24,Howl,6.8,100,2010,howl
"[99, 10752]",39312,en,Restrepo,7.119,2010-06-25,Restrepo,7.5,188,2010,restrepo
"[16, 35, 10751]",54551,en,Banana,7.117999999999999,2010-12-13,Banana,7.1,178,2010,banana
[35],70076,en,Lying to Be Perfect,7.108,2010-01-30,Lying to Be Perfect,6.1,85,2010,lying to be perfect
[18],33511,en,Nowhere Boy,7.099,2010-01-27,Nowhere Boy,7.3,469,2010,nowhere boy
"[18, 53]",41827,en,Red White & Blue,7.09,2010-10-08,Red White & Blue,6.2,64,2010,red white blue
"[80, 18, 53]",37414,en,The Killer Inside Me,7.087000000000001,2010-04-27,The Killer Inside Me,5.9,304,2010,the killer inside me
"[14, 18, 27, 35]",21588,it,Dellamorte Dellamore,7.077999999999999,1996-04-26,Cemetery Man,7.1,192,1996,cemetery man
"[16, 35, 10751]",45752,en,Scooby-Doo! Camp Scare,7.047999999999999,2010-09-14,Scooby-Doo! Camp Scare,7.2,52,2010,scoobydoo camp scare
"[35, 18, 10749]",38093,en,Just Wright,7.047000000000001,2010-05-14,Just Wright,6.2,211,2010,just wright
"[28, 12, 16, 10751]",33427,en,LEGO: The Adventures of Clutch Powers,7.039,2010-01-01,LEGO: The Adventures of Clutch Powers,5.5,41,2010,lego the adventures of clutch powers
[35],52077,fr,Rien à déclarer,6.978,2010-12-20,Nothing to Declare,5.8,602,2010,nothing to declare
"[35, 18, 10751, 10770]",49350,en,Harriet the Spy: Blog Wars,6.896,2010-03-25,Harriet the Spy: Blog Wars,4.7,127,2010,harriet the spy blog wars
[18],33602,en,Temple Grandin,6.875,2010-02-06,Temple Grandin,7.8,173,2010,temple grandin
"[53, 9648, 80, 18]",291081,en,Red Riding: In the Year of Our Lord 1974,6.871,2010-02-05,Red Riding: In the Year of Our Lord 1974,6.8,99,2010,red riding in the year of our lord 1974
"[18, 28, 53, 80]",51823,en,Across the Line: The Exodus of Charlie Wright,6.8629999999999995,2010-12-29,Across the Line: The Exodus of Charlie Wright,5.9,19,2010,across the line the exodus of charlie wright
[35],34803,en,Death at a Funeral,6.862,2010-04-15,Death at a Funeral,5.7,439,2010,death at a funeral
"[28, 27, 878, 53]",46368,en,The Rig,6.856,2010-10-05,The Rig,3.7,39,2010,the rig
"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,Shanghai,6.1,80,2010,shanghai
"[16, 10751]",45662,en,Space Chimps 2: Zartog Strikes Back,6.792000000000001,2010-05-26,Space Chimps 2: Zartog Strikes Back,4.6,50,2010,space chimps 2 zartog strikes back
"[35, 18, 10749]",42888,en,How Do You Know,6.752999999999999,2010-12-17,How Do You Know,5.1,453,2010,how do you know
"[18, 36]",34182,zh,孔子,6.706,2010-03-18,Confucius,5.9,45,2010,confucius
"[27, 878, 10770]",95547,en,Triassic Attack,6.706,2010-11-27,Triassic Attack,3.2,22,2010,triassic attack
"[10749, 35, 18]",47607,en,Tiny Furniture,6.695,2010-11-12,Tiny Furniture,5.9,82,2010,tiny furniture
"[18, 10402]",33473,en,Stomp the Yard 2: Homecoming,6.684,2010-10-10,Stomp the Yard 2: Homecoming,4.7,48,2010,stomp the yard 2 homecoming
"[16, 35]",48466,en,Scared Shrekless,6.682,2010-10-28,Scared Shrekless,6.2,177,2010,scared shrekless
[35],35428,ru,О чём говорят мужчины,6.675,2010-11-11,What Men Talk About,7.7,71,2010,what men talk about
"[35, 10749, 18]",47218,en,Happythankyoumoreplease,6.645,2010-01-20,Happythankyoumoreplease,6.5,148,2010,happythankyoumoreplease
"[35, 10749]",35688,en,Why Did I Get Married Too?,6.636,2010-04-02,Why Did I Get Married Too?,5.9,49,2010,why did i get married too
"[27, 53]",47386,en,YellowBrickRoad,6.635,2010-01-23,YellowBrickRoad,4.9,75,2010,yellowbrickroad
[35],38778,en,Dinner for Schmucks,6.632000000000001,2010-07-30,Dinner for Schmucks,5.6,920,2010,dinner for schmucks
"[18, 10749]",60695,en,Sundays at Tiffany's,6.629,2010-12-06,Sundays at Tiffany's,6.5,43,2010,sundays at tiffanys
"[27, 53, 80, 9648]",33107,en,And Soon the Darkness,6.606,2010-12-17,And Soon the Darkness,5.2,197,2010,and soon the darkness
"[12, 14, 16, 28, 53, 878, 10751]",50337,en,Firebreather,6.591,2010-11-24,Firebreather,6.2,33,2010,firebreather
"[35, 10749]",35458,en,Crazy on the Outside,6.579,2010-01-08,Crazy on the Outside,5.4,48,2010,crazy on the outside
"[80, 18, 53, 36]",43434,en,Carlos,6.568,2010-10-11,Carlos,7.0,87,2010,carlos
"[18, 10751, 12]",34751,en,Free Willy: Escape from Pirate's Cove,6.568,2010-03-23,Free Willy: Escape from Pirate's Cove,5.2,61,2010,free willy escape from pirates cove
"[35, 18, 10749]",36956,it,Cosa voglio di più,6.53,2010-06-06,Come Undone,5.6,49,2010,come undone
"[35, 10749]",36515,en,The Prince & Me 4: The Elephant Adventure,6.523,2010-03-23,The Prince & Me 4: The Elephant Adventure,5.5,37,2010,the prince me 4 the elephant adventure
"[16, 28, 53, 878]",64956,en,Inception: The Cobol Job,6.516,2010-12-07,Inception: The Cobol Job,7.4,227,2010,inception the cobol job
"[9648, 18]",29483,en,Beautiful Kate,6.481,2010-01-08,Beautiful Kate,6.1,29,2010,beautiful kate
[27],69270,en,Super Hybrid,6.474,2010-01-01,Super Hybrid,5.1,35,2010,super hybrid
[99],40663,en,Gasland,6.468,2010-01-24,Gasland,7.5,80,2010,gasland
"[28, 12, 27, 878]",39522,en,Mega Piranha,6.457000000000001,2010-04-10,Mega Piranha,2.9,78,2010,mega piranha
"[27, 53]",38033,en,Chain Letter,6.44,2010-10-01,Chain Letter,4.1,63,2010,chain letter
[18],43920,en,Dog Pound,6.428,2010-04-24,Dog Pound,7.6,177,2010,dog pound
"[35, 18]",41479,en,The Joneses,6.4239999999999995,2010-04-16,The Joneses,6.2,312,2010,the joneses
"[53, 80, 18, 9648]",291092,en,Red Riding: In the Year of Our Lord 1983,6.422999999999999,2010-02-05,Red Riding: In the Year of Our Lord 1983,7.0,70,2010,red riding in the year of our lord 1983
"[27, 28, 878, 53]",44037,en,Lake Placid 3,6.4110000000000005,2010-08-21,Lake Placid 3,4.4,68,2010,lake placid 3
"[10402, 35, 18]",43939,en,I'm Still Here,6.386,2010-09-10,I'm Still Here,6.0,179,2010,im still here
"[10751, 14, 27, 10770]",48186,en,The Boy Who Cried Werewolf,6.372000000000001,2010-10-22,The Boy Who Cried Werewolf,6.0,123,2010,the boy who cried werewolf
[99],44992,en,Hubble 3D,6.346,2010-03-19,Hubble 3D,7.1,54,2010,hubble 3d
"[18, 53, 80, 9648]",43263,en,Jesse Stone: No Remorse,6.324,2010-05-09,Jesse Stone: No Remorse,6.8,34,2010,jesse stone no remorse
"[16, 878]",52010,en,"Ultramarines: A Warhammer 40,000 Movie",6.322,2010-12-10,"Ultramarines: A Warhammer 40,000 Movie",5.2,50,2010,ultramarines a warhammer 40000 movie
"[10749, 35]",60809,de,Groupies bleiben nicht zum Frühstück,6.32,2010-10-10,Single By Contract,6.9,104,2010,single by contract
"[10751, 16]",41066,ja,レイトン教授と永遠の歌姫,6.308,2010-12-31,Professor Layton and the Eternal Diva,7.7,78,2010,professor layton and the eternal diva
"[27, 28, 53, 878]",44678,en,Altitude,6.305,2010-10-10,Altitude,4.9,119,2010,altitude
[18],27569,en,Extraordinary Measures,6.3,2010-01-21,Extraordinary Measures,6.3,153,2010,extraordinary measures
"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,The Tempest,5.8,52,2010,the tempest
"[16, 35]",24328,en,Tokyo Mater,6.29,2008-12-12,Tokyo Mater,6.0,41,2008,tokyo mater
[35],57243,fr,Les Femmes du 6e étage,6.281000000000001,2010-12-20,The Women on the 6th Floor,6.7,183,2010,the women on the 6th floor
"[28, 53, 37]",45569,en,Red Hill,6.269,2010-11-05,Red Hill,6.1,79,2010,red hill
[18],46207,fr,White Material,6.2620000000000005,2010-11-19,White Material,7.1,57,2010,white material
"[10770, 10751]",46064,en,Den Brother,6.234,2010-08-13,Den Brother,6.0,56,2010,den brother
"[18, 36, 10752]",13752,no,Max Manus,6.23,2010-09-03,Max Manus: Man of War,7.1,114,2010,max manus man of war
"[18, 35]",36801,en,Cemetery Junction,6.225,2010-08-17,Cemetery Junction,6.6,116,2010,cemetery junction
"[35, 18, 10749]",38031,en,You Will Meet a Tall Dark Stranger,6.209,2010-05-23,You Will Meet a Tall Dark Stranger,5.8,431,2010,you will meet a tall dark stranger
[35],47407,en,Milf,6.1979999999999995,2010-10-17,Milf,4.1,41,2010,milf
"[35, 28, 80]",40194,fr,Coursier,6.195,2010-02-24,Paris Express,4.9,74,2010,paris express
[18],39845,en,Love Ranch,6.185,2010-06-30,Love Ranch,6.1,28,2010,love ranch
"[16, 14]",45745,en,Sintel,6.157,2010-09-30,Sintel,7.6,99,2010,sintel
"[16, 35]",10797,da,Terkel i knibe,6.135,2010-03-26,Terkel in Trouble,6.4,39,2010,terkel in trouble
"[35, 10749]",51072,fr,De vrais mensonges,6.0920000000000005,2010-12-21,Beautiful Lies,5.8,70,2010,beautiful lies
"[35, 53, 80]",66195,en,The Perfect Host,6.087999999999999,2010-07-01,The Perfect Host,6.3,217,2010,the perfect host
[99],39440,en,"Waiting for ""Superman""",6.068,2010-09-24,"Waiting for ""Superman""",7.0,70,2010,waiting for superman
"[18, 28, 10749]",37737,hi,Kites,6.058,2010-05-21,Kites,5.8,67,2010,kites
"[18, 878, 35, 9648]",46837,en,Kaboom,6.0520000000000005,2010-10-06,Kaboom,5.7,175,2010,kaboom
"[28, 80, 18, 53]",80188,en,Boy Wonder,6.0360000000000005,2010-08-12,Boy Wonder,6.6,77,2010,boy wonder
"[35, 80, 53]",12834,en,Leaves of Grass,5.996,2010-09-17,Leaves of Grass,6.0,214,2010,leaves of grass
[18],51794,en,Five Minarets in New York,5.994,2010-11-17,Five Minarets in New York,5.7,49,2010,five minarets in new york
"[35, 10749]",51090,fr,L'Âge de raison,5.982,2010-07-28,With Love... from the Age of Reason,5.3,64,2010,with love from the age of reason
"[27, 878]",40016,en,Birdemic: Shock and Terror,5.961,2010-02-27,Birdemic: Shock and Terror,2.0,152,2010,birdemic shock and terror
"[35, 18]",40247,en,Please Give,5.945,2010-01-22,Please Give,6.3,81,2010,please give
[18],54602,en,Skateland,5.938,2011-05-13,Skateland,5.4,16,2011,skateland
"[9648, 99, 27, 80]",56811,en,Cropsey,5.925,2009-04-25,Cropsey,6.0,90,2009,cropsey
"[18, 10749]",41518,hi,Guzaarish,5.919,2010-11-19,Guzaarish,7.6,52,2010,guzaarish
"[80, 27, 9648, 53]",29159,it,Giallo,5.854,2010-03-13,Giallo,4.0,64,2010,giallo
"[80, 28, 12, 53]",28465,en,A Dangerous Man,5.853,2010-02-09,A Dangerous Man,5.1,53,2010,a dangerous man
"[27, 53]",27297,ja,Gurotesuku,5.827999999999999,2010-07-16,Grotesque,5.3,69,2010,grotesque
"[35, 10751, 10770]",45839,en,FRED: The Movie,5.807,2010-09-18,FRED: The Movie,5.0,81,2010,fred the movie
"[878, 53, 18, 9648]",71700,en,Repeaters,5.801,2010-04-22,Repeaters,5.7,75,2010,repeaters
"[16, 35, 10751, 9648, 14]",32916,en,Scooby-Doo! Abracadabra-Doo,5.787000000000001,2010-02-16,Scooby-Doo! Abracadabra-Doo,6.8,58,2010,scoobydoo abracadabradoo
[16],55692,en,Scrat's Continental Crack-Up,5.784,2010-12-25,Scrat's Continental Crack-Up,6.9,67,2010,scrats continental crackup
"[28, 53]",26583,en,The Keeper,5.779,2010-01-19,The Keeper,5.3,42,2010,the keeper
[35],27584,en,High School,5.7620000000000005,2010-06-03,High School,5.8,68,2010,high school
"[53, 27]",43950,fr,Amer,5.749,2010-04-02,Amer,6.6,59,2010,amer
"[80, 18, 53]",44027,en,"My Son, My Son, What Have Ye Done",5.74,2010-04-24,"My Son, My Son, What Have Ye Done",6.1,85,2010,my son my son what have ye done
[28],26010,cn,狼牙,5.716,2010-12-28,Legendary Assassin,6.2,33,2010,legendary assassin
[99],43942,en,Freakonomics,5.705,2010-10-01,Freakonomics,6.6,57,2010,freakonomics
[14],48395,fi,Rare Exports,5.704,2010-12-03,Rare Exports: A Christmas Tale,6.5,233,2010,rare exports a christmas tale
"[28, 12, 53]",46713,en,Hunt to Kill,5.672999999999999,2010-11-06,Hunt to Kill,5.1,60,2010,hunt to kill
"[16, 28, 37]",41988,en,DC Showcase: Jonah Hex,5.646,2010-07-27,DC Showcase: Jonah Hex,6.8,38,2010,dc showcase jonah hex
"[9648, 27, 53, 80]",57749,en,The Clinic,5.62,2010-10-10,The Clinic,5.2,59,2010,the clinic
"[99, 10402]",37659,en,When You're Strange,5.582000000000001,2010-04-09,When You're Strange,7.6,85,2010,when youre strange
"[18, 27, 53]",39681,fr,Les 7 jours du talion,5.575,2010-07-28,Seven Days,6.3,76,2010,seven days
[18],18530,en,The Cry of the Owl,5.572,2010-03-12,The Cry of the Owl,5.6,46,2010,the cry of the owl
"[28, 18, 53]",56812,es,Balada triste de trompeta,5.5520000000000005,2011-08-19,The Last Circus,6.7,177,2011,the last circus
"[53, 80, 18, 9648]",291084,en,Red Riding: In the Year of Our Lord 1980,5.499,2010-02-05,Red Riding: In the Year of Our Lord 1980,7.1,73,2010,red riding in the year of our lord 1980
[99],44737,fr,Bébés,5.45,2010-05-07,Babies,7.0,77,2010,babies
"[16, 35, 10751]",54553,en,Home Makeover,5.45,2010-12-13,Home Makeover,6.9,89,2010,home makeover
[35],35217,de,Friendship!,5.442,2010-01-14,Friendship!,6.6,76,2010,friendship
"[53, 28, 35]",52208,en,Nude Nuns with Big Guns,5.428999999999999,2010-09-24,Nude Nuns with Big Guns,4.2,55,2010,nude nuns with big guns
"[14, 18, 27, 28, 53, 9648]",33555,en,Sherlock Holmes,5.39,2010-01-26,Sherlock Holmes,5.6,53,2010,sherlock holmes
[99],89704,en,Happy People: A Year in the Taiga,5.38,2010-09-03,Happy People: A Year in the Taiga,7.7,65,2010,happy people a year in the taiga
